cve_ent_mun,fecha,confirmados,decesos,pruebas,indice_vulnerabilidad
13071,12/4/2020,0,0,0,vulnerabilidad media
13072,12/4/2020,0,0,1,sin vulnerabilidad
13073,12/4/2020,0,0,0,vulnerabilidad media
13074,12/4/2020,0,0,2,vulnerabilidad media
13075,12/4/2020,0,0,1,sin vulnerabilidad
13076,12/4/2020,0,1,24,vulnerabilidad baja
13077,12/4/2020,7,0,33,vulnerabilidad media
13078,12/4/2020,0,0,0,vulnerabilidad media
13079,12/4/2020,0,0,0,vulnerabilidad baja
13080,12/4/2020,0,0,1,vulnerabilidad media
13081,12/4/2020,0,0,3,vulnerabilidad media
13082,12/4/2020,0,0,0,vulnerabilidad baja
13083,12/4/2020,0,0,11,vulnerabilidad baja
13084,12/4/2020,0,0,2,vulnerabilidad media
14001,12/4/2020,1,1,17,vulnerabilidad baja
14002,12/4/2020,0,1,8,sin vulnerabilidad
14003,12/4/2020,0,0,2,sin vulnerabilidad
14004,12/4/2020,0,0,1,vulnerabilidad baja
14005,12/4/2020,0,0,2,vulnerabilidad baja
14006,12/4/2020,1,0,4,sin vulnerabilidad
14007,12/4/2020,0,0,0,sin vulnerabilidad
14008,12/4/2020,0,0,5,vulnerabilidad baja
14009,12/4/2020,0,0,3,sin vulnerabilidad
14010,12/4/2020,0,0,0,vulnerabilidad baja
14011,12/4/2020,0,0,2,vulnerabilidad baja
14012,12/4/2020,0,1,1,sin vulnerabilidad
14013,12/4/2020,0,0,6,sin vulnerabilidad
14014,12/4/2020,0,0,2,vulnerabilidad baja
14015,12/4/2020,0,1,44,sin vulnerabilidad
14016,12/4/2020,0,0,3,vulnerabilidad baja
14017,12/4/2020,0,0,7,vulnerabilidad baja
14018,12/4/2020,0,0,7,sin vulnerabilidad
14019,12/4/2020,0,0,0,vulnerabilidad media
14020,12/4/2020,0,0,2,vulnerabilidad baja
14021,12/4/2020,0,0,1,vulnerabilidad baja
14022,12/4/2020,0,0,24,vulnerabilidad baja
14023,12/4/2020,0,0,33,vulnerabilidad baja
14024,12/4/2020,1,0,14,sin vulnerabilidad
14025,12/4/2020,0,0,1,sin vulnerabilidad
14026,12/4/2020,0,0,2,sin vulnerabilidad
14027,12/4/2020,0,0,4,vulnerabilidad media
14028,12/4/2020,10,0,32,sin vulnerabilidad
14029,12/4/2020,0,0,11,vulnerabilidad baja
14030,12/4/2020,0,0,8,vulnerabilidad baja
14031,12/4/2020,0,0,0,vulnerabilidad media
14032,12/4/2020,0,0,1,vulnerabilidad baja
14033,12/4/2020,0,0,1,vulnerabilidad baja
14034,12/4/2020,0,0,0,sin vulnerabilidad
14035,12/4/2020,0,0,3,vulnerabilidad baja
14036,12/4/2020,0,0,3,sin vulnerabilidad
14037,12/4/2020,3,1,28,sin vulnerabilidad
14038,12/4/2020,0,0,0,sin vulnerabilidad
14039,12/4/2020,57,11,926,vulnerabilidad media
14040,12/4/2020,0,0,0,vulnerabilidad baja
14041,12/4/2020,0,0,0,sin vulnerabilidad
14042,12/4/2020,0,0,1,vulnerabilidad baja
14043,12/4/2020,0,0,10,sin vulnerabilidad
14044,12/4/2020,0,0,4,vulnerabilidad media
14045,12/4/2020,0,0,6,vulnerabilidad media
14046,12/4/2020,0,0,2,vulnerabilidad baja
14047,12/4/2020,1,0,9,sin vulnerabilidad
14048,12/4/2020,0,0,1,vulnerabilidad baja
14049,12/4/2020,0,0,0,vulnerabilidad baja
14050,12/4/2020,0,0,12,vulnerabilidad media
14051,12/4/2020,0,0,10,sin vulnerabilidad
14052,12/4/2020,0,0,1,vulnerabilidad baja
14053,12/4/2020,1,1,48,sin vulnerabilidad
14054,12/4/2020,0,0,5,sin vulnerabilidad
14055,12/4/2020,0,0,4,sin vulnerabilidad
14056,12/4/2020,0,0,0,vulnerabilidad media
14057,12/4/2020,0,0,0,vulnerabilidad baja
14058,12/4/2020,0,0,4,sin vulnerabilidad
14059,12/4/2020,0,0,0,vulnerabilidad media
14060,12/4/2020,0,0,1,sin vulnerabilidad
14061,12/4/2020,0,0,1,vulnerabilidad media
14062,12/4/2020,0,0,0,vulnerabilidad baja
14063,12/4/2020,1,0,21,vulnerabilidad media
14064,12/4/2020,0,0,7,sin vulnerabilidad
14065,12/4/2020,0,0,1,vulnerabilidad baja
14066,12/4/2020,0,0,7,vulnerabilidad baja
14067,12/4/2020,13,3,131,vulnerabilidad media
14068,12/4/2020,0,0,6,vulnerabilidad baja
14069,12/4/2020,0,0,3,vulnerabilidad media
14070,12/4/2020,0,0,43,vulnerabilidad alta
14071,12/4/2020,0,0,0,vulnerabilidad baja
14072,12/4/2020,0,0,0,sin vulnerabilidad
14073,12/4/2020,2,0,12,vulnerabilidad baja
14074,12/4/2020,2,0,12,vulnerabilidad baja
14075,12/4/2020,0,0,3,sin vulnerabilidad
14076,12/4/2020,0,0,1,sin vulnerabilidad
14077,12/4/2020,1,0,5,sin vulnerabilidad
14078,12/4/2020,0,0,8,vulnerabilidad baja
14079,12/4/2020,0,0,1,vulnerabilidad baja
14080,12/4/2020,0,0,0,sin vulnerabilidad
14081,12/4/2020,0,0,1,sin vulnerabilidad
14082,12/4/2020,0,0,5,vulnerabilidad baja
14083,12/4/2020,0,0,28,sin vulnerabilidad
14084,12/4/2020,0,0,0,sin vulnerabilidad
14085,12/4/2020,0,0,2,sin vulnerabilidad
14086,12/4/2020,0,0,2,vulnerabilidad baja
14087,12/4/2020,0,0,1,vulnerabilidad baja
14088,12/4/2020,2,1,8,sin vulnerabilidad
14089,12/4/2020,0,0,1,sin vulnerabilidad
14090,12/4/2020,0,0,1,sin vulnerabilidad
14091,12/4/2020,0,0,1,vulnerabilidad baja
14092,12/4/2020,0,0,1,vulnerabilidad baja
14093,12/4/2020,0,0,102,vulnerabilidad baja
14094,12/4/2020,1,1,5,vulnerabilidad baja
14095,12/4/2020,0,0,1,sin vulnerabilidad
14096,12/4/2020,0,0,2,vulnerabilidad baja
14097,12/4/2020,2,2,137,vulnerabilidad media
14098,12/4/2020,1,0,154,vulnerabilidad media
14099,12/4/2020,0,0,0,vulnerabilidad baja
14100,12/4/2020,2,1,33,vulnerabilidad baja
14101,12/4/2020,1,3,188,vulnerabilidad media
14102,12/4/2020,0,0,2,sin vulnerabilidad
14103,12/4/2020,0,0,0,sin vulnerabilidad
14104,12/4/2020,0,0,2,sin vulnerabilidad
14105,12/4/2020,0,0,1,sin vulnerabilidad
14106,12/4/2020,0,0,1,vulnerabilidad baja
14107,12/4/2020,0,0,2,vulnerabilidad baja
14108,12/4/2020,1,0,4,vulnerabilidad baja
14109,12/4/2020,0,0,0,vulnerabilidad baja
14110,12/4/2020,0,0,0,sin vulnerabilidad
14111,12/4/2020,0,0,0,vulnerabilidad baja
14112,12/4/2020,0,0,1,vulnerabilidad baja
14113,12/4/2020,0,0,0,vulnerabilidad baja
14114,12/4/2020,0,0,0,sin vulnerabilidad
14115,12/4/2020,0,0,0,vulnerabilidad media
14116,12/4/2020,0,0,0,vulnerabilidad baja
14117,12/4/2020,0,0,3,sin vulnerabilidad
14118,12/4/2020,1,0,28,sin vulnerabilidad
14119,12/4/2020,0,0,3,vulnerabilidad baja
14120,12/4/2020,53,4,742,vulnerabilidad media
14121,12/4/2020,0,0,1,sin vulnerabilidad
14122,12/4/2020,0,0,0,vulnerabilidad baja
14123,12/4/2020,0,0,0,vulnerabilidad baja
14124,12/4/2020,0,0,16,vulnerabilidad baja
14125,12/4/2020,0,0,4,vulnerabilidad baja
15001,12/4/2020,0,0,5,vulnerabilidad media
15002,12/4/2020,3,0,25,vulnerabilidad muy alta
15003,12/4/2020,0,0,1,vulnerabilidad media
15004,12/4/2020,0,0,2,vulnerabilidad media
15005,12/4/2020,2,0,20,vulnerabilidad alta
15006,12/4/2020,0,0,0,vulnerabilidad media
15007,12/4/2020,0,0,4,vulnerabilidad baja
15008,12/4/2020,1,0,3,vulnerabilidad media
15009,12/4/2020,1,0,6,vulnerabilidad media
15010,12/4/2020,0,0,4,vulnerabilidad media
15011,12/4/2020,2,0,11,vulnerabilidad alta
15012,12/4/2020,10,1,52,vulnerabilidad media
15013,12/4/2020,28,4,120,vulnerabilidad media
15014,12/4/2020,2,0,23,vulnerabilidad baja
15015,12/4/2020,0,0,2,vulnerabilidad media
15016,12/4/2020,0,0,7,sin vulnerabilidad
15017,12/4/2020,0,0,1,vulnerabilidad baja
15018,12/4/2020,1,1,18,vulnerabilidad media
15019,12/4/2020,0,0,2,vulnerabilidad alta
15020,12/4/2020,13,0,63,vulnerabilidad media
15021,12/4/2020,1,0,9,vulnerabilidad baja
15022,12/4/2020,0,0,0,vulnerabilidad media
15023,12/4/2020,0,1,5,vulnerabilidad alta
15024,12/4/2020,15,0,63,vulnerabilidad baja
15025,12/4/2020,15,2,107,vulnerabilidad alta
15026,12/4/2020,0,0,2,vulnerabilidad baja
15027,12/4/2020,0,0,0,vulnerabilidad baja
15028,12/4/2020,0,0,7,vulnerabilidad alta
15029,12/4/2020,5,0,31,vulnerabilidad alta
15030,12/4/2020,0,0,0,vulnerabilidad alta
15031,12/4/2020,21,6,95,vulnerabilidad alta
15032,12/4/2020,0,0,3,vulnerabilidad media
15033,12/4/2020,64,11,379,vulnerabilidad alta
15034,12/4/2020,0,0,1,vulnerabilidad baja
15035,12/4/2020,2,0,18,vulnerabilidad baja
15036,12/4/2020,0,0,3,vulnerabilidad baja
15037,12/4/2020,55,1,230,vulnerabilidad media
15038,12/4/2020,0,0,0,vulnerabilidad media
15039,12/4/2020,18,5,99,vulnerabilidad alta
15040,12/4/2020,0,0,2,vulnerabilidad alta
15041,12/4/2020,0,0,0,vulnerabilidad media
15042,12/4/2020,1,0,9,vulnerabilidad alta
15043,12/4/2020,0,0,2,vulnerabilidad media
15044,12/4/2020,0,0,1,vulnerabilidad baja
15045,12/4/2020,0,0,5,vulnerabilidad baja
15046,12/4/2020,0,0,1,vulnerabilidad baja
15047,12/4/2020,1,0,6,vulnerabilidad baja
15048,12/4/2020,0,0,3,sin vulnerabilidad
15049,12/4/2020,0,0,0,vulnerabilidad media
15050,12/4/2020,0,0,0,vulnerabilidad baja
15051,12/4/2020,4,1,28,vulnerabilidad media
15052,12/4/2020,0,0,0,vulnerabilidad baja
15053,12/4/2020,2,0,5,vulnerabilidad alta
15054,12/4/2020,14,0,127,vulnerabilidad media
15055,12/4/2020,0,1,2,vulnerabilidad media
15056,12/4/2020,0,0,5,vulnerabilidad media
15057,12/4/2020,66,3,380,vulnerabilidad media
15058,12/4/2020,66,12,375,vulnerabilidad alta
15059,12/4/2020,1,0,4,vulnerabilidad alta
15060,12/4/2020,37,4,100,vulnerabilidad alta
15061,12/4/2020,0,0,8,sin vulnerabilidad
15062,12/4/2020,0,0,6,vulnerabilidad alta
15063,12/4/2020,0,0,2,vulnerabilidad baja
15064,12/4/2020,1,0,3,vulnerabilidad media
15065,12/4/2020,0,0,6,sin vulnerabilidad
15066,12/4/2020,0,0,0,vulnerabilidad baja
15067,12/4/2020,0,0,2,vulnerabilidad media
15068,12/4/2020,0,0,0,vulnerabilidad alta
15069,12/4/2020,0,0,0,vulnerabilidad media
15070,12/4/2020,4,2,54,vulnerabilidad muy alta
15071,12/4/2020,0,0,0,sin vulnerabilidad
15072,12/4/2020,1,0,1,vulnerabilidad baja
15073,12/4/2020,1,0,6,vulnerabilidad baja
15074,12/4/2020,1,0,17,vulnerabilidad alta
15075,12/4/2020,0,0,3,vulnerabilidad baja
15076,12/4/2020,2,0,19,vulnerabilidad media
15077,12/4/2020,0,0,1,vulnerabilidad media
15078,12/4/2020,0,0,1,vulnerabilidad baja
15079,12/4/2020,0,0,1,vulnerabilidad baja
15080,12/4/2020,0,0,0,vulnerabilidad media
15081,12/4/2020,15,2,102,vulnerabilidad media
15082,12/4/2020,0,0,8,vulnerabilidad media
15083,12/4/2020,0,0,0,vulnerabilidad media
15084,12/4/2020,0,0,5,sin vulnerabilidad
15085,12/4/2020,0,0,2,vulnerabilidad media
15086,12/4/2020,0,0,1,vulnerabilidad media
15087,12/4/2020,0,0,6,vulnerabilidad media
15088,12/4/2020,1,1,9,vulnerabilidad alta
15089,12/4/2020,0,0,0,vulnerabilidad media
15090,12/4/2020,0,0,6,vulnerabilidad alta
15091,12/4/2020,2,1,8,vulnerabilidad media
15092,12/4/2020,0,0,10,vulnerabilidad baja
15093,12/4/2020,0,0,1,vulnerabilidad baja
15094,12/4/2020,0,1,2,vulnerabilidad muy alta
15095,12/4/2020,1,0,7,vulnerabilidad alta
15096,12/4/2020,0,0,2,vulnerabilidad alta
15097,12/4/2020,0,0,2,vulnerabilidad baja
15098,12/4/2020,0,0,0,vulnerabilidad baja
15099,12/4/2020,10,1,59,vulnerabilidad alta
15100,12/4/2020,1,1,6,vulnerabilidad muy alta
15101,12/4/2020,1,0,4,vulnerabilidad alta
15102,12/4/2020,0,0,0,sin vulnerabilidad
15103,12/4/2020,1,0,10,vulnerabilidad media
15104,12/4/2020,55,1,272,vulnerabilidad media
15105,12/4/2020,0,0,1,vulnerabilidad media
15106,12/4/2020,28,1,303,vulnerabilidad baja
15107,12/4/2020,0,0,0,sin vulnerabilidad
15108,12/4/2020,6,1,26,vulnerabilidad media
15109,12/4/2020,25,1,106,vulnerabilidad media
15110,12/4/2020,0,0,5,vulnerabilidad baja
15111,12/4/2020,0,0,0,vulnerabilidad media
15112,12/4/2020,0,0,2,vulnerabilidad media
15113,12/4/2020,0,0,3,vulnerabilidad media
15114,12/4/2020,0,0,6,vulnerabilidad media
15115,12/4/2020,1,0,9,vulnerabilidad media
15116,12/4/2020,0,0,0,sin vulnerabilidad
15117,12/4/2020,0,0,1,vulnerabilidad media
15118,12/4/2020,2,1,37,vulnerabilidad media
15119,12/4/2020,0,0,1,vulnerabilidad media
15120,12/4/2020,3,0,44,vulnerabilidad media
15121,12/4/2020,33,2,144,vulnerabilidad media
15122,12/4/2020,6,1,35,vulnerabilidad alta
15123,12/4/2020,0,0,0,vulnerabilidad media
15124,12/4/2020,0,0,3,vulnerabilidad media
15125,12/4/2020,1,0,5,vulnerabilidad alta
16001,12/4/2020,0,0,1,vulnerabilidad media
16002,12/4/2020,0,0,0,vulnerabilidad media
16003,12/4/2020,3,1,4,vulnerabilidad baja
16004,12/4/2020,0,0,2,vulnerabilidad media
16005,12/4/2020,0,0,0,vulnerabilidad baja
16006,12/4/2020,0,0,20,vulnerabilidad media
16007,12/4/2020,0,0,0,vulnerabilidad baja
16008,12/4/2020,0,0,2,vulnerabilidad media
16009,12/4/2020,1,0,4,vulnerabilidad alta
16010,12/4/2020,2,1,4,vulnerabilidad media
16011,12/4/2020,0,0,0,vulnerabilidad baja
16012,12/4/2020,0,0,6,vulnerabilidad media
16013,12/4/2020,0,0,3,vulnerabilidad media
16014,12/4/2020,0,0,0,vulnerabilidad baja
16015,12/4/2020,0,0,2,vulnerabilidad baja
16016,12/4/2020,0,0,0,vulnerabilidad media
16017,12/4/2020,0,0,2,vulnerabilidad baja
16018,12/4/2020,0,0,0,sin vulnerabilidad
16019,12/4/2020,0,0,2,vulnerabilidad baja
16020,12/4/2020,0,0,2,vulnerabilidad media
16021,12/4/2020,0,0,1,vulnerabilidad alta
16022,12/4/2020,0,0,4,vulnerabilidad media
16023,12/4/2020,0,0,1,vulnerabilidad baja
16024,12/4/2020,0,0,0,vulnerabilidad alta
16025,12/4/2020,0,0,0,vulnerabilidad alta
16026,12/4/2020,0,0,0,vulnerabilidad media
16027,12/4/2020,0,0,1,vulnerabilidad media
16028,12/4/2020,0,0,1,vulnerabilidad baja
16029,12/4/2020,0,0,0,vulnerabilidad alta
16030,12/4/2020,0,0,2,vulnerabilidad baja
16031,12/4/2020,0,0,0,vulnerabilidad media
16032,12/4/2020,1,0,2,vulnerabilidad alta
16033,12/4/2020,0,0,2,vulnerabilidad media
16034,12/4/2020,0,0,6,vulnerabilidad media
16035,12/4/2020,1,0,5,vulnerabilidad media
16036,12/4/2020,0,0,1,vulnerabilidad baja
16037,12/4/2020,0,1,1,vulnerabilidad media
16038,12/4/2020,0,0,1,vulnerabilidad alta
16039,12/4/2020,1,0,2,vulnerabilidad baja
16040,12/4/2020,0,0,0,vulnerabilidad media
16041,12/4/2020,0,0,0,vulnerabilidad media
16042,12/4/2020,0,0,0,vulnerabilidad baja
16043,12/4/2020,0,0,3,vulnerabilidad alta
16044,12/4/2020,0,0,0,vulnerabilidad media
16045,12/4/2020,1,0,3,vulnerabilidad baja
16046,12/4/2020,0,0,1,vulnerabilidad media
16047,12/4/2020,0,0,0,vulnerabilidad media
16048,12/4/2020,0,0,1,vulnerabilidad media
16049,12/4/2020,0,0,0,vulnerabilidad media
16050,12/4/2020,0,0,6,vulnerabilidad media
16051,12/4/2020,0,0,1,vulnerabilidad baja
16052,12/4/2020,6,2,86,vulnerabilidad baja
16053,12/4/2020,23,3,183,vulnerabilidad alta
16054,12/4/2020,0,0,2,vulnerabilidad baja
16055,12/4/2020,0,0,5,vulnerabilidad media
16056,12/4/2020,0,0,1,vulnerabilidad media
16057,12/4/2020,0,0,0,vulnerabilidad media
16058,12/4/2020,0,0,0,vulnerabilidad media
16059,12/4/2020,0,0,0,vulnerabilidad media
16060,12/4/2020,1,0,4,sin vulnerabilidad
16061,12/4/2020,0,0,0,vulnerabilidad alta
16062,12/4/2020,0,0,1,vulnerabilidad media
16063,12/4/2020,0,0,0,vulnerabilidad media
16064,12/4/2020,0,0,0,vulnerabilidad media
16065,12/4/2020,0,0,4,vulnerabilidad alta
16066,12/4/2020,1,1,6,vulnerabilidad media
16067,12/4/2020,0,0,0,vulnerabilidad baja
16068,12/4/2020,0,0,4,vulnerabilidad media
16069,12/4/2020,5,1,32,vulnerabilidad media
16070,12/4/2020,0,0,0,vulnerabilidad baja
16071,12/4/2020,0,0,5,vulnerabilidad baja
16072,12/4/2020,0,0,1,vulnerabilidad media
16073,12/4/2020,0,1,1,vulnerabilidad media
16074,12/4/2020,0,0,0,vulnerabilidad media
16075,12/4/2020,0,1,14,vulnerabilidad alta
16076,12/4/2020,0,0,4,vulnerabilidad media
16077,12/4/2020,0,0,0,vulnerabilidad media
16078,12/4/2020,0,0,0,vulnerabilidad media
16079,12/4/2020,0,0,1,vulnerabilidad alta
16080,12/4/2020,0,0,1,vulnerabilidad media
16081,12/4/2020,0,0,1,vulnerabilidad alta
16082,12/4/2020,0,0,11,vulnerabilidad media
16083,12/4/2020,0,0,2,vulnerabilidad media
16084,12/4/2020,1,0,3,vulnerabilidad media
16085,12/4/2020,0,0,1,vulnerabilidad media
16086,12/4/2020,0,0,0,vulnerabilidad baja
16087,12/4/2020,0,0,4,vulnerabilidad baja
16088,12/4/2020,0,1,1,vulnerabilidad alta
16089,12/4/2020,0,0,4,vulnerabilidad media
16090,12/4/2020,0,0,1,vulnerabilidad alta
16091,12/4/2020,0,0,2,vulnerabilidad media
16092,12/4/2020,0,0,0,vulnerabilidad alta
16093,12/4/2020,0,0,0,vulnerabilidad alta
16094,12/4/2020,0,0,1,vulnerabilidad baja
16095,12/4/2020,0,0,0,vulnerabilidad baja
16096,12/4/2020,0,0,2,vulnerabilidad alta
16097,12/4/2020,0,0,1,vulnerabilidad media
16098,12/4/2020,0,0,1,vulnerabilidad media
16099,12/4/2020,0,0,1,vulnerabilidad media
16100,12/4/2020,6,1,8,vulnerabilidad media
16101,12/4/2020,0,0,0,vulnerabilidad media
16102,12/4/2020,5,3,73,vulnerabilidad alta
16103,12/4/2020,2,1,4,vulnerabilidad media
16104,12/4/2020,0,0,1,vulnerabilidad baja
16105,12/4/2020,0,0,2,vulnerabilidad baja
16106,12/4/2020,0,0,6,vulnerabilidad media
16107,12/4/2020,0,0,8,vulnerabilidad media
16108,12/4/2020,0,0,13,vulnerabilidad alta
16109,12/4/2020,1,0,3,sin vulnerabilidad
16110,12/4/2020,0,0,3,vulnerabilidad media
16111,12/4/2020,0,0,0,vulnerabilidad alta
16112,12/4/2020,0,1,13,vulnerabilidad alta
16113,12/4/2020,0,0,0,vulnerabilidad baja
17001,12/4/2020,0,0,1,vulnerabilidad baja
17002,12/4/2020,3,0,5,vulnerabilidad alta
17003,12/4/2020,0,0,2,vulnerabilidad media
17004,12/4/2020,0,0,3,vulnerabilidad baja
17005,12/4/2020,0,0,0,vulnerabilidad baja
17006,12/4/2020,3,1,32,vulnerabilidad alta
17007,12/4/2020,18,2,133,vulnerabilidad media
17008,12/4/2020,1,0,14,vulnerabilidad media
17009,12/4/2020,1,1,6,vulnerabilidad media
17010,12/4/2020,0,0,0,vulnerabilidad media
17011,12/4/2020,1,0,41,vulnerabilidad media
17012,12/4/2020,1,1,13,vulnerabilidad media
17013,12/4/2020,0,0,0,vulnerabilidad baja
17014,12/4/2020,0,0,2,vulnerabilidad baja
17015,12/4/2020,0,0,2,vulnerabilidad baja
17016,12/4/2020,2,0,3,vulnerabilidad baja
17017,12/4/2020,1,1,11,vulnerabilidad baja
17018,12/4/2020,7,1,28,vulnerabilidad media
17019,12/4/2020,0,0,3,vulnerabilidad media
17020,12/4/2020,1,0,6,vulnerabilidad alta
17021,12/4/2020,1,0,4,vulnerabilidad baja
17022,12/4/2020,0,0,1,vulnerabilidad baja
17023,12/4/2020,0,0,1,vulnerabilidad media
17024,12/4/2020,0,0,10,vulnerabilidad baja
17025,12/4/2020,2,1,6,vulnerabilidad baja
17026,12/4/2020,0,0,4,vulnerabilidad alta
17027,12/4/2020,0,0,1,vulnerabilidad media
17028,12/4/2020,1,1,17,vulnerabilidad media
17029,12/4/2020,4,1,10,vulnerabilidad media
17030,12/4/2020,1,0,5,vulnerabilidad alta
17031,12/4/2020,0,0,13,vulnerabilidad media
17032,12/4/2020,0,0,1,sin vulnerabilidad
17033,12/4/2020,0,0,1,vulnerabilidad alta
18001,12/4/2020,1,1,6,vulnerabilidad baja
18002,12/4/2020,0,0,0,sin vulnerabilidad
18003,12/4/2020,0,0,0,sin vulnerabilidad
18004,12/4/2020,0,0,3,sin vulnerabilidad
18005,12/4/2020,0,0,0,vulnerabilidad media
18006,12/4/2020,1,1,5,vulnerabilidad baja
18007,12/4/2020,0,0,0,vulnerabilidad baja
18008,12/4/2020,0,0,5,sin vulnerabilidad
18009,12/4/2020,0,0,0,vulnerabilidad alta
18010,12/4/2020,0,0,4,vulnerabilidad baja
18011,12/4/2020,0,0,1,vulnerabilidad baja
18012,12/4/2020,0,0,3,vulnerabilidad baja
18013,12/4/2020,0,0,1,sin vulnerabilidad
18014,12/4/2020,0,0,1,vulnerabilidad baja
18015,12/4/2020,3,3,31,vulnerabilidad baja
18016,12/4/2020,1,0,8,sin vulnerabilidad
18017,12/4/2020,14,1,113,vulnerabilidad baja
18018,12/4/2020,1,1,6,sin vulnerabilidad
18019,12/4/2020,0,0,1,vulnerabilidad media
18020,12/4/2020,3,1,42,vulnerabilidad media
19001,12/4/2020,0,0,1,sin vulnerabilidad
19002,12/4/2020,0,0,3,sin vulnerabilidad
19003,12/4/2020,0,0,1,sin vulnerabilidad
19004,12/4/2020,0,0,4,sin vulnerabilidad
19005,12/4/2020,0,0,5,sin vulnerabilidad
19006,12/4/2020,3,2,356,vulnerabilidad baja
19007,12/4/2020,0,0,2,vulnerabilidad media
19008,12/4/2020,0,0,1,sin vulnerabilidad
19009,12/4/2020,0,0,27,sin vulnerabilidad
19010,12/4/2020,1,0,22,vulnerabilidad baja
19011,12/4/2020,0,0,2,sin vulnerabilidad
19012,12/4/2020,0,0,14,vulnerabilidad baja
19013,12/4/2020,0,0,5,vulnerabilidad baja
19014,12/4/2020,0,0,3,vulnerabilidad baja
19015,12/4/2020,0,0,0,sin vulnerabilidad
19016,12/4/2020,0,0,2,sin vulnerabilidad
19017,12/4/2020,0,0,3,vulnerabilidad media
19018,12/4/2020,5,0,101,sin vulnerabilidad
19019,12/4/2020,40,1,211,vulnerabilidad baja
19020,12/4/2020,0,0,1,sin vulnerabilidad
19021,12/4/2020,4,1,136,vulnerabilidad baja
19022,12/4/2020,0,0,2,vulnerabilidad baja
19023,12/4/2020,0,0,0,sin vulnerabilidad
19024,12/4/2020,0,0,1,vulnerabilidad media
19025,12/4/2020,0,0,17,vulnerabilidad baja
19026,12/4/2020,14,0,583,vulnerabilidad baja
19027,12/4/2020,0,0,2,sin vulnerabilidad
19028,12/4/2020,0,0,0,vulnerabilidad baja
19029,12/4/2020,0,0,1,sin vulnerabilidad
19030,12/4/2020,0,0,0,vulnerabilidad baja
19031,12/4/2020,3,0,164,vulnerabilidad baja
19032,12/4/2020,0,0,4,sin vulnerabilidad
19033,12/4/2020,0,0,13,sin vulnerabilidad
19034,12/4/2020,0,0,1,sin vulnerabilidad
19035,12/4/2020,0,0,2,sin vulnerabilidad
19036,12/4/2020,0,0,1,vulnerabilidad media
19037,12/4/2020,0,0,1,sin vulnerabilidad
19038,12/4/2020,0,0,29,sin vulnerabilidad
19039,12/4/2020,40,1,1063,vulnerabilidad baja
19040,12/4/2020,0,0,0,sin vulnerabilidad
19041,12/4/2020,0,0,43,sin vulnerabilidad
19042,12/4/2020,0,0,2,vulnerabilidad baja
19043,12/4/2020,0,0,0,vulnerabilidad baja
19044,12/4/2020,0,0,12,sin vulnerabilidad
19045,12/4/2020,2,0,19,sin vulnerabilidad
19046,12/4/2020,5,1,219,vulnerabilidad baja
19047,12/4/2020,0,0,1,sin vulnerabilidad
19048,12/4/2020,2,0,118,vulnerabilidad baja
19049,12/4/2020,0,0,21,sin vulnerabilidad
19050,12/4/2020,0,0,1,vulnerabilidad baja
19051,12/4/2020,0,0,2,sin vulnerabilidad
20001,12/4/2020,0,0,0,vulnerabilidad media
20002,12/4/2020,0,0,1,vulnerabilidad alta
20003,12/4/2020,0,0,0,vulnerabilidad media
20004,12/4/2020,0,0,0,vulnerabilidad alta
20005,12/4/2020,0,0,0,vulnerabilidad baja
20006,12/4/2020,1,1,4,vulnerabilidad media
20007,12/4/2020,0,0,1,vulnerabilidad muy alta
20008,12/4/2020,0,0,0,vulnerabilidad baja
20009,12/4/2020,0,0,0,vulnerabilidad media
20010,12/4/2020,0,0,2,vulnerabilidad baja
20011,12/4/2020,0,0,0,vulnerabilidad media
20012,12/4/2020,0,0,0,vulnerabilidad media
20013,12/4/2020,1,0,1,vulnerabilidad baja
20014,12/4/2020,0,0,0,vulnerabilidad baja
20015,12/4/2020,0,0,0,vulnerabilidad media
20016,12/4/2020,0,0,0,vulnerabilidad media
20017,12/4/2020,0,0,0,vulnerabilidad media
20018,12/4/2020,0,0,0,vulnerabilidad alta
20019,12/4/2020,0,0,0,vulnerabilidad media
20020,12/4/2020,0,0,0,vulnerabilidad alta
20021,12/4/2020,0,0,2,vulnerabilidad media
20022,12/4/2020,0,0,0,vulnerabilidad alta
20023,12/4/2020,0,1,8,vulnerabilidad muy alta
20024,12/4/2020,0,0,1,vulnerabilidad alta
20025,12/4/2020,0,0,0,vulnerabilidad muy alta
20026,12/4/2020,0,0,1,vulnerabilidad media
20027,12/4/2020,0,0,0,vulnerabilidad media
20028,12/4/2020,0,0,0,vulnerabilidad media
20029,12/4/2020,0,0,1,vulnerabilidad media
20030,12/4/2020,0,0,0,sin vulnerabilidad
20031,12/4/2020,0,0,1,vulnerabilidad media
20032,12/4/2020,0,0,0,vulnerabilidad alta
20033,12/4/2020,0,0,0,vulnerabilidad alta
20034,12/4/2020,0,0,0,vulnerabilidad media
20035,12/4/2020,0,0,0,vulnerabilidad baja
20036,12/4/2020,0,0,0,vulnerabilidad media
20037,12/4/2020,1,0,1,vulnerabilidad media
20038,12/4/2020,0,0,0,vulnerabilidad media
20039,12/4/2020,0,0,7,vulnerabilidad alta
20040,12/4/2020,0,0,0,vulnerabilidad alta
20041,12/4/2020,0,0,0,vulnerabilidad alta
20042,12/4/2020,0,0,0,vulnerabilidad media
